3.38867,0.0354004,1,
3.37891,0.00732422,1,
3.38867,0.00610352,1,
3.37646,0.0390625,1,
3.37769,0,1,
3.38867,0.0170898,1,
3.37402,0.0341797,1,
3.38867,0,1,
3.36792,0.0268555,1,
3.38989,0.0256348,1,
3.36792,0,1,
3.37891,0.032959,1,
3.38013,0.0158691,1,
3.37769,0,1,
3.37891,0.0378418,1,
3.37769,0.00488281,1,
3.38745,0.00976562,1,
3.36914,0.0366211,1,
3.37036,0,1,
3.38867,0.0183105,1,
3.37769,0.0317383,1,
3.38013,0,1,
3.39355,0.0280762,1,
3.39355,0.0244141,1,
3.38867,0,1,
3.36914,0.0341797,1,
3.38867,0.0134277,1,
3.37769,0,1,
3.38623,0.0378418,1,
3.36914,0.00366211,1,
3.37769,0.00976562,1,
3.37891,0.0378418,1,
3.37891,0,1,
3.37891,0.020752,1,
3.38379,0.0317383,1,
3.36914,0,1,
3.38867,0.0305176,1,
3.37891,0.0219727,1,
3.38989,0,1,
3.38867,0.0354004,1,
3.38013,0.0109863,1,
3.38867,0.00244141,1,
3.36914,0.0378418,1,
3.38379,0.0012207,1,
3.36792,0.0134277,1,
3.38745,0.0366211,1,
3.3667,0,1,
3.38867,0.0231934,1,
3.37769,0.0292969,1,
3.37891,0,1,
3.39844,0.032959,1,
3.37891,0.0183105,1,
3.37891,0,1,
3.37646,0.0378418,1,
3.37646,0.00976562,1,
3.37646,0.00488281,1,
3.38257,0.0378418,1,
3.3667,0,1,
3.38989,0.0134277,1,
3.37891,0.0354004,1,
3.37891,0,1,
3.38867,0.0244141,1,
3.37769,0.0292969,1,
3.37891,0,1,
3.37402,0.0341797,1,
3.37891,0.0195312,1,
3.37891,0,1,
3.37646,0.0354004,1,
3.37891,0.00976562,1,
3.38867,0.00366211,1,
3.37769,0.0390625,1,
3.37891,0.0012207,1,
3.36792,0.0146484,1,
3.38257,0.0354004,1,
3.37036,0,1,
3.37891,0.0244141,1,
3.37891,0.0280762,1,
3.38135,0,1,
3.37891,0.0341797,1,
3.37891,0.0158691,1,
3.38867,0,1,
3.38257,0.0280762,1,
3.37891,0.0268555,1,
3.38135,0,1,
3.37769,0.032959,1,
3.37891,0.0158691,1,
3.37891,0,1,
3.38379,0.0366211,1,
3.38867,0.00610352,1,
3.36914,0.00732422,1,
3.38013,0.0366211,1,
3.37646,0,1,
3.38257,0.0183105,1,
3.37036,0.032959,1,
3.37891,0,1,
3.37891,0.0305176,1,
3.37891,0.0231934,1,
3.36914,0,1,
3.38623,0.0341797,1,
3.37769,0.0183105,1,
3.37646,0,1,
3.37769,0.0366211,1,
3.37769,0.00488281,1,
3.38013,0.00732422,1,
3.37891,0.0378418,1,
3.37891,0,1,
3.38867,0.0183105,1,
3.38867,0.0341797,1,
3.37402,0,1,
3.37891,0.0256348,1,
3.38013,0.0256348,1,
3.38135,0,1,
3.38867,0.0341797,1,
3.38013,0.0146484,1,
3.38867,0,1,
3.36914,0.0390625,1,
3.38623,0.00366211,1,
3.36792,0.0109863,1,
3.38257,0.0366211,1,
3.36304,0,1,
3.38867,0.0219727,1,
3.37036,0.0317383,1,
3.38379,0,1,
3.38867,0.0317383,1,
3.37891,0.020752,1,
3.38379,0,1,
3.38867,0.0354004,1,
3.37769,0.0109863,1,
3.38989,0.00244141,1,
3.36914,0.0378418,1,
3.36914,0.0012207,1,
3.38013,0.012207,1,
3.38257,0.0354004,1,
3.37646,0,1,
3.38867,0.0244141,1,
3.37891,0.0280762,1,
3.36914,0,1,
3.38989,0.032959,1,
3.36792,0.0183105,1,
3.38867,0,1,
3.36792,0.0366211,1,
3.38257,0.00732422,1,
3.37402,0.00610352,1,
3.38379,0.0378418,1,
3.3728,0,1,
3.38135,0.0170898,1,
3.38745,0.0341797,1,
3.36792,0,1,
3.38135,0.0280762,1,
3.37036,0.0244141,1,
3.38257,0,1,
3.38257,0.0354004,1,
3.38257,0.0146484,1,
3.36914,0,1,
3.38257,0.0366211,1,
3.37769,0.00610352,1,
3.37646,0.00976562,1,
3.38745,0.0366211,1,
3.36792,0,1,
3.38135,0.0183105,1,
3.36914,0.032959,1,
3.39355,0,1,
3.36914,0.0292969,1,
3.39355,0.0231934,1,
3.38867,0,1,
3.37769,0.0341797,1,
3.38257,0.0158691,1,
3.37646,0,1,
3.37891,0.0378418,1,
3.38257,0.00366211,1,
3.37769,0.0109863,1,
3.37402,0.0378418,1,
3.37769,0,1,
3.37402,0.0219727,1,
3.37891,0.0305176,1,
3.37891,0,1,
3.37769,0.0317383,1,
3.38989,0.020752,1,
3.37891,0,1,
3.37646,0.0366211,1,
3.38867,0.00976562,1,
3.36914,0.00244141,1,
3.38989,0.0390625,1,
3.37891,0.00244141,1,
3.38623,0.0109863,1,
3.37646,0.0354004,1,
3.37646,0,1,
3.37646,0.0195312,1,
3.38989,0.0292969,1,
3.37891,0,1,
3.37402,0.032959,1,
3.38989,0.0195312,1,
3.36426,0,1,
3.38989,0.0354004,1,
3.36914,0.0109863,1,
3.38379,0.00366211,1,
3.36792,0.0378418,1,
3.37891,0,1,
3.38257,0.0146484,1,
3.38013,0.0341797,1,
3.38867,0,1,
3.3667,0.0256348,1,
3.38745,0.0280762,1,
3.37769,0,1,
3.38867,0.0341797,1,
3.36792,0.0158691,1,
3.39355,0,1,
3.36914,0.0366211,1,
3.38013,0.00610352,1,
3.38867,0.00732422,1,
3.37891,0.0378418,1,
3.37646,0,1,
3.37769,0.0146484,1,
3.37891,0.0354004,1,
3.37891,0,1,
3.37891,0.0268555,1,
3.38013,0.0256348,1,
3.38867,0,1,
3.36914,0.0354004,1,
3.38989,0.0158691,1,
3.37646,0,1,
3.38257,0.0378418,1,
3.38013,0.00366211,1,
3.37769,0.00732422,1,
3.37891,0.0390625,1,
3.37769,0,1,
3.38135,0.0195312,1,
3.37891,0.0317383,1,
3.37646,0,1,
3.37769,0.0305176,1,
3.38867,0.0219727,1,
3.37769,0,1,
3.38379,0.0354004,1,
3.36914,0.0109863,1,
3.38379,0,1,
3.37891,0.0390625,1,
3.37769,0,1,
3.38135,0.0134277,1,
3.37891,0.0354004,1,
3.36914,0,1,
3.37769,0.0231934,1,
3.38867,0.0280762,1,
3.37769,0,1,
3.38867,0.032959,1,
3.37646,0.0183105,1,
3.37769,0,1,
3.37769,0.0378418,1,
3.38257,0.00610352,1,
3.37891,0.00732422,1,
3.38867,0.0366211,1,
3.38623,0,1,
3.39844,0.0158691,1,
3.396,0.0354004,1,
3.38013,0,1,
3.38379,0.0256348,1,
3.396,0.0292969,1,
3.36792,0,1,
3.39355,0.032959,1,
3.38745,0.0170898,1,
3.37646,0,1,
3.38257,0.0366211,1,
3.37402,0.00610352,1,
3.38257,0.00732422,1,
3.39355,0.0378418,1,
3.38379,0,1,
3.37769,0.0195312,1,
3.40332,0.032959,1,
3.36426,0,1,
3.39844,0.0280762,1,
3.38379,0.0244141,1,
3.38867,0,1,
3.39355,0.0341797,1,
3.396,0.0158691,1,
3.38257,0,1,
3.38745,0.0378418,1,
3.38745,0.00610352,1,
3.3728,0.00854492,1,
3.38379,0.0378418,1,
3.36426,0,1,
3.38745,0.0183105,1,
3.3728,0.032959,1,
3.39844,0,1,
3.36792,0.0305176,1,
3.38867,0.0244141,1,
3.39355,0,1,
3.38745,0.032959,1,
3.37769,0.0146484,1,
3.38745,0,1,
3.39355,0.0378418,1,
3.396,0.00366211,1,
3.38745,0.00854492,1,
3.37769,0.0378418,1,
3.38257,0,1,
3.37402,0.020752,1,
3.38745,0.0317383,1,
3.38257,0,1,
3.39844,0.0305176,1,
3.36792,0.0219727,1,
3.39844,0,1,
3.36792,0.0354004,1,
3.39355,0.012207,1,
3.37402,0.00244141,1,
3.38745,0.0366211,1,
3.37646,0.00244141,1,
3.38257,0.0109863,1,
3.38867,0.0366211,1,
3.36792,0,1,
3.40698,0.00854492,1,
3.39722,0.0390625,1,
3.396,0,1,
3.38989,0.0146484,1,
3.40698,0.0354004,1,
3.38745,0,1,
3.39844,0.0244141,1,
3.36792,0.0305176,1,
3.38257,0,1,
3.39722,0.032959,1,
3.38379,0.0195312,1,
3.38867,0,1,
3.38867,0.0354004,1,
3.39355,0.0134277,1,
3.36914,0.00244141,1,
3.39355,0.0366211,1,
3.36426,0.0012207,1,
3.38623,0.0146484,1,
3.36914,0.0366211,1,
3.38867,0,1,
3.37646,0.0244141,1,
3.38867,0.0280762,1,
3.38867,0,1,
3.37891,0.032959,1,
3.38013,0.0183105,1,
3.37769,0,1,
3.38867,0.0378418,1,
3.36914,0.00732422,1,
3.38867,0.00732422,1,
3.38135,0.0366211,1,
3.37891,0,1,
3.38257,0.0170898,1,
3.38135,0.032959,1,
3.37646,0,1,
3.38013,0.0268555,1,
3.38135,0.0256348,1,
3.38257,0,1,
3.37402,0.0354004,1,
3.38867,0.0134277,1,
3.36914,0,1,
3.37891,0.0366211,1,
3.37891,0.00244141,1,
3.39355,0.0109863,1,
3.37891,0.0366211,1,
3.37769,0,1,
3.37891,0.0195312,1,
3.37646,0.0317383,1,
3.38013,0,1,
3.37769,0.0317383,1,
3.38867,0.020752,1,
3.37646,0,1,
3.38257,0.0354004,1,
3.37769,0.00976562,1,
3.38867,0.00366211,1,
3.37769,0.0378418,1,
3.37646,0.0012207,1,
3.39355,0.00610352,1,
3.38623,0.0109863,1,
3.37891,0.0390625,1,
3.38867,0.020752,1,
3.36914,0,1,
3.39966,0.0354004,1,
3.38867,0.00976562,1,
3.39355,0.00366211,1,
3.37769,0.0390625,1,
3.38867,0,1,
3.39844,0.0134277,1,
3.39844,0.0354004,1,
3.38623,0,1,
3.396,0.0231934,1,
3.4021,0.0292969,1,
3.36304,0,1,
3.39844,0.032959,1,
3.38867,0.0183105,1,
3.39844,0,1,
3.37891,0.0366211,1,
3.38989,0.00976562,1,
3.37769,0.00366211,1,
3.4021,0.0378418,1,
3.37402,0.00244141,1,
3.38867,0.0109863,1,
3.38135,0.0378418,1,
3.38867,0,1,
3.38867,0.020752,1,
3.39966,0.0317383,1,
3.39844,0,1,
3.38989,0.0305176,1,
3.39111,0.0231934,1,
3.39966,0,1,
3.40088,0.0341797,1,
3.36914,0.0146484,1,
3.39844,0,1,
3.3667,0.0378418,1,
3.39966,0.00244141,1,
3.38867,0.00976562,1,
3.38989,0.0366211,1,
3.37769,0,1,
3.38745,0.0183105,1,
3.3667,0.032959,1,
3.39844,0,1,
3.36914,0.0292969,1,
3.38989,0.0231934,1,
3.38135,0,1,
3.39355,0.032959,1,
3.38867,0.0146484,1,
3.39844,0,1,
3.38257,0.0378418,1,
3.37036,0.00610352,1,
3.39844,0.00732422,1,
3.3728,0.0378418,1,
3.396,0,1,
3.3667,0.0195312,1,
3.39355,0.0317383,1,
3.37769,0,1,
3.39233,0.0268555,1,
3.38623,0.0244141,1,
3.39844,0,1,
3.37891,0.0341797,1,
3.38867,0.0146484,1,
3.37402,0,1,
3.39966,0.0366211,1,
3.38989,0.00732422,1,
3.37891,0.00732422,1,
3.38867,0.0366211,1,
3.37036,0,1,
3.39844,0.0170898,1,
3.38623,0.0341797,1,
3.38867,0,1,
3.37891,0.0280762,1,
3.38989,0.0244141,1,
3.37036,0,1,
3.4021,0.032959,1,
3.37036,0.0170898,1,
3.396,0,1,
3.37769,0.0378418,1,
3.38867,0.00610352,1,
3.396,0.00488281,1,
3.39844,0.0378418,1,
3.38745,0,1,
3.37402,0.0158691,1,
3.39355,0.0354004,1,
3.36792,0,1,
3.4021,0.0244141,1,
3.36914,0.0280762,1,
3.39355,0,1,
3.37891,0.0341797,1,
3.38867,0.0170898,1,
3.39355,0,1,
3.4021,0.0366211,1,
3.39355,0.00976562,1,
3.38867,0.00244141,1,
3.37769,0.0402832,1,
3.36914,0,1,
3.39844,0.0146484,1,
3.36914,0.0354004,1,
3.38989,0,1,
3.36792,0.0256348,1,
3.38867,0.0256348,1,
3.39355,0,1,
3.38867,0.032959,1,
3.36914,0.0183105,1,
3.40088,0,1,
3.36426,0.0366211,1,
3.37769,0.00732422,1,
3.37769,0.00488281,1,
3.38623,0.0366211,1,
3.37891,0,1,
3.36914,0.0146484,1,
3.39722,0.0341797,1,
3.38867,0,1,
3.38989,0.0244141,1,
3.38013,0.0280762,1,
3.38867,0,1,
3.37036,0.0341797,1,
3.40332,0.0183105,1,
3.37769,0,1,
3.38989,0.0354004,1,
3.37402,0.0109863,1,
3.39966,0.00366211,1,
3.38867,0.0378418,1,
3.38989,0,1,
3.39355,0.0134277,1,
3.39844,0.0366211,1,
3.37891,0,1,
3.37891,0.0244141,1,
3.38867,0.0280762,1,
3.37769,0,1,
3.38257,0.0317383,1,
3.38013,0.0195312,1,
3.396,0,1,
3.38257,0.0354004,1,
3.4021,0.0109863,1,
3.37891,0.00366211,1,
3.38867,0.0366211,1,
3.37646,0.0012207,1,
3.40332,0.012207,1,
3.36792,0.0366211,1,
3.39355,0,1,
3.37891,0.0231934,1,
3.36914,0.0280762,1,
3.39844,0,1,
3.39355,0.0317383,1,
3.38867,0.0195312,1,
3.37646,0,1,
3.39844,0.0341797,1,
3.36792,0.012207,1,
3.39844,0,1,
3.36914,0.0378418,1,
3.38989,0.00366211,1,
3.37769,0.00854492,1,
3.38867,0.0366211,1,
3.38379,0,1,
3.39966,0.0158691,1,
3.38989,0.032959,1,
3.36792,0,1,
3.39844,0.0256348,1,
3.36792,0.0256348,1,
3.39844,0,1,
3.39355,0.032959,1,
3.38745,0.0158691,1,
3.37891,0,1,
3.38867,0.0378418,1,
3.37891,0.00732422,1,
3.38867,0.00610352,1,
3.38867,0.0378418,1,
3.38623,0,1,
3.38867,0.0146484,1,
3.39722,0.0354004,1,
3.38257,0,1,
3.38867,0.0256348,1,
3.39722,0.0280762,1,
3.38257,0,1,
3.39722,0.0341797,1,
3.396,0.0195312,1,
3.38623,0,1,
3.38745,0.0354004,1,
3.39722,0.00976562,1,
3.39722,0.00244141,1,
3.38989,0.0378418,1,
3.38013,0.0012207,1,
3.39722,0.0134277,1,
3.38867,0.0354004,1,
3.36792,0,1,
3.38867,0.020752,1,
3.36792,0.0305176,1,
3.38257,0,1,
3.37646,0.032959,1,
3.37891,0.020752,1,
3.36914,0,1,
3.38257,0.0354004,1,
3.37891,0.0109863,1,
3.39355,0.00244141,1,
3.37646,0.0378418,1,
3.37891,0.00244141,1,
3.39844,0.0109863,1,
3.36426,0.0366211,1,
3.38379,0,1,
3.3667,0.0219727,1,
3.38623,0.0305176,1,
3.37402,0,1,
3.37891,0.0317383,1,
3.38867,0.020752,1,
3.38257,0,1,
3.37891,0.0354004,1,
3.37769,0.012207,1,
3.37891,0.0012207,1,
3.37891,0.0390625,1,
3.38013,0.0012207,1,
3.37402,0.0146484,1,
3.38989,0.0354004,1,
3.36792,0,1,
3.38867,0.0219727,1,
3.37891,0.0280762,1,
3.37769,0,1,
3.39355,0.032959,1,
3.37646,0.0183105,1,
3.37769,0,1,
3.36792,0.032959,1,
3.37402,0.0109863,1,
3.4021,0.0305176,1,
3.38867,0,1,
3.38867,0.0244141,1,
3.39355,0.0280762,1,
3.39844,0,1,
3.37036,0.0341797,1,
3.39355,0.0170898,1,
3.37402,0,1,
3.38745,0.0354004,1,
3.38135,0.00854492,1,
3.39355,0.00488281,1,
3.36914,0.0390625,1,
3.39844,0,1,
3.37891,0.0158691,1,
3.38989,0.0341797,1,
3.39355,0,1,
3.38989,0.0244141,1,
3.38867,0.0292969,1,
3.37402,0,1,
3.38989,0.0317383,1,
3.4021,0.0183105,1,
3.39844,0,1,
3.36914,0.0366211,1,
3.39722,0.00854492,1,
3.37402,0.00366211,1,
3.38989,0.0366211,1,
3.39844,0,1,
3.38867,0.0146484,1,
3.37402,0.0366211,1,
3.39844,0,1,
3.36914,0.0244141,1,
3.38867,0.0280762,1,
3.37769,0,1,
3.38867,0.0317383,1,
3.38745,0.0219727,1,
3.37402,0,1,
3.38867,0.0341797,1,
3.38867,0.00976562,1,
3.39844,0.00244141,1,
3.39844,0.0378418,1,
3.39844,0.00244141,1,
3.36792,0.00976562,1,
3.38867,0.0366211,1,
3.38135,0,1,
3.38989,0.0183105,1,
3.36792,0.0341797,1,
3.4021,0,1,
3.38867,0.0292969,1,
3.38989,0.0231934,1,
3.37769,0,1,
3.38867,0.032959,1,
3.37402,0.0158691,1,
3.39355,0,1,
3.38867,0.0378418,1,
3.37769,0.00366211,1,
3.38989,0.00976562,1,
3.37891,0.0390625,1,
3.38867,0,1,
3.39844,0.020752,1,
3.39966,0.032959,1,
3.3667,0,1,
3.39355,0.0244141,1,
3.37646,0.0280762,1,
3.38745,0,1,
3.37769,0.0341797,1,
3.396,0.0158691,1,
3.36914,0,1,
3.38867,0.0366211,1,
3.38745,0.00732422,1,
3.39233,0.00244141,1,
3.39844,0.0390625,1,
3.3667,0.00610352,1,
3.39844,0.00854492,1,
3.36914,0.0390625,1,
3.38867,0,1,
3.37036,0.0195312,1,
3.38867,0.0317383,1,
3.37769,0,1,
3.38867,0.0280762,1,
3.38257,0.0244141,1,
3.39844,0,1,
3.36914,0.0354004,1,
3.39844,0.0134277,1,
3.37769,0,1,
3.38989,0.0366211,1,
3.37891,0.00366211,1,
3.36792,0.0109863,1,
3.39966,0.0354004,1,
3.36914,0,1,
3.39844,0.020752,1,
3.4021,0.0305176,1,
3.39722,0,1,
3.36792,0.0305176,1,
3.39844,0.0231934,1,
3.37402,0,1,
3.38867,0.032959,1,
3.38013,0.0158691,1,
3.39844,0,1,
3.36914,0.0378418,1,
3.40088,0.00488281,1,
3.38745,0.00732422,1,
3.38745,0.0378418,1,
3.38867,0,1,
3.3728,0.0183105,1,
3.38867,0.0317383,1,
3.37891,0,1,
3.38867,0.0256348,1,
3.36792,0.0268555,1,
3.39844,0,1,
3.37036,0.0341797,1,
3.396,0.0146484,1,
3.39844,0,1,
3.38867,0.0366211,1,
3.38989,0.00732422,1,
3.4021,0.00488281,1,
3.39844,0.0390625,1,
3.37402,0,1,
3.38867,0.0158691,1,
3.36792,0.0341797,1,
3.37891,0,1,
3.37891,0.0268555,1,
3.38867,0.0268555,1,
3.39355,0,1,
3.39355,0.0341797,1,
3.36914,0.0183105,1,
3.39844,0,1,
3.36792,0.0378418,1,
3.39355,0.00610352,1,
3.37891,0.00610352,1,
3.38867,0.0366211,1,
3.37891,0,1,
3.38867,0.0158691,1,
3.39844,0.0341797,1,
3.38989,0,1,
3.38989,0.0244141,1,
3.37402,0.0280762,1,
3.39355,0,1,
3.36914,0.0341797,1,
3.39844,0.0158691,1,
3.36914,0,1,
3.39844,0.0366211,1,
3.36792,0.00732422,1,
3.38867,0.00610352,1,
3.39844,0.0378418,1,
3.39355,0,1,
3.39355,0.0170898,1,
3.39844,0.0341797,1,
3.38867,0,1,
3.37891,0.0280762,1,
3.38867,0.0268555,1,
3.3667,0,1,
3.39844,0.032959,1,
3.36914,0.0158691,1,
3.39966,0,1,
3.38867,0.0366211,1,
3.38867,0.00488281,1,
3.37891,0.00854492,1,
3.38867,0.0354004,1,
3.37891,0,1,
3.38867,0.0170898,1,
3.36914,0.0341797,1,
3.39355,0,1,
3.38867,0.0268555,1,
3.37891,0.0256348,1,
3.38257,0,1,
3.396,0.0341797,1,
3.39844,0.0134277,1,
3.36792,0,1,
3.4021,0.0366211,1,
3.37769,0.00488281,1,
3.38867,0.00732422,1,
3.38257,0.0378418,1,
3.39966,0,1,
3.36914,0.0183105,1,
3.39355,0.032959,1,
3.396,0,1,
3.38745,0.0268555,1,
3.38745,0.0268555,1,
3.37036,0,1,
3.38867,0.032959,1,
3.38257,0.0158691,1,
3.37891,0,1,
3.38135,0.0378418,1,
3.39355,0.00366211,1,
3.37036,0.00976562,1,
3.39966,0.0366211,1,
3.38867,0,1,
3.39844,0.0183105,1,
3.37769,0.0341797,1,
3.38867,0,1,
3.38013,0.0280762,1,
3.39355,0.0244141,1,
3.38867,0,1,
3.37891,0.0354004,1,
3.39355,0.0134277,1,
3.37891,0.0012207,1,
3.38745,0.0366211,1,
3.39844,0.00366211,1,
3.39844,0.00854492,1,
3.36792,0.0378418,1,
3.38989,0,1,
3.37891,0.0195312,1,
3.38867,0.032959,1,
3.36792,0,1,
3.39966,0.0268555,1,
3.36914,0.0268555,1,
3.38867,0,1,
3.39844,0.0341797,1,
3.38989,0.0170898,1,
3.38257,0,1,
3.38013,0.0378418,1,
3.38379,0.00610352,1,
3.37769,0.00732422,1,
3.39844,0.0378418,1,
3.36792,0,1,
3.38867,0.0146484,1,
3.37891,0.0354004,1,
3.39355,0,1,
3.38867,0.0244141,1,
3.39966,0.0280762,1,
3.37769,0,1,
3.38745,0.0317383,1,
3.37402,0.020752,1,
3.38745,0,1,
3.38989,0.0354004,1,
3.37769,0.00854492,1,
3.38867,0.00488281,1,
3.38135,0.0390625,1,
3.38623,0,1,
3.396,0.0146484,1,
3.38989,0.0341797,1,
3.37891,0,1,
3.38867,0.0219727,1,
3.37402,0.0305176,1,
3.38989,0,1,
3.36914,0.0341797,1,
3.4021,0.0195312,1,
3.36426,0,1,
3.396,0.0354004,1,
3.39844,0.00976562,1,
3.38867,0.00244141,1,
3.38379,0.0390625,1,
3.37769,0.0012207,1,
3.38623,0.0134277,1,
3.37891,0.0366211,1,
3.38867,0,1,
3.36914,0.0244141,1,
3.4021,0.0292969,1,
3.36792,0,1,
3.38745,0.0317383,1,
3.38745,0.020752,1,
3.39844,0,1,
3.39844,0.0354004,1,
3.38867,0.012207,1,
3.37402,0.00244141,1,
3.38867,0.0378418,1,
3.38867,0.00244141,1,
3.36792,0.0134277,1,
3.39355,0.0354004,1,
3.38013,0,1,
3.38989,0.0219727,1,
3.39722,0.0305176,1,
3.38867,0,1,
3.37891,0.0341797,1,
3.38989,0.0183105,1,
3.36792,0,1,
3.4021,0.0354004,1,
3.36914,0.0109863,1,
3.38867,0.00244141,1,
3.37891,0.0390625,1,
3.38867,0,1,
3.39844,0.0134277,1,
3.38867,0.0354004,1,
3.39355,0,1,
3.36914,0.0231934,1,
3.38989,0.0305176,1,
3.36792,0,1,
3.4021,0.0317383,1,
3.36914,0.020752,1,
3.38867,0,1,
3.37402,0.0366211,1,
3.38867,0.00976562,1,
3.39844,0.00244141,1,
3.39844,0.0378418,1,
3.38867,0.0012207,1,
3.37646,0.0134277,1,
3.39844,0.0354004,1,
3.36914,0,1,
3.39844,0.0219727,1,
3.36914,0.0317383,1,
3.39844,0,1,
3.37036,0.032959,1,
3.38989,0.0183105,1,
3.39844,0,1,
3.396,0.0354004,1,
3.38623,0.0109863,1,
3.38867,0.0012207,1,
3.37769,0.0390625,1,
3.38989,0,1,
3.39844,0.012207,1,
3.36914,0.0366211,1,
3.40576,0,1,
3.37769,0.0219727,1,
3.38867,0.0292969,1,
3.39722,0,1,
3.38989,0.0317383,1,
3.36914,0.0219727,1,
3.39844,0,1,
3.36914,0.0354004,1,
3.4021,0.0109863,1,
3.37769,0.00244141,1,
3.38989,0.0366211,1,
3.37646,0.00244141,1,
3.36792,0.012207,1,
3.39844,0.0366211,1,
3.39966,0,1,
3.39844,0.0219727,1,
3.36914,0.0317383,1,
3.38867,0,1,
3.36792,0.032959,1,
3.39966,0.0195312,1,
3.37646,0,1,
3.38867,0.0341797,1,
3.37158,0.0134277,1,
3.39722,0.0012207,1,
3.38867,0.0378418,1,
3.4021,0.00244141,1,
3.39966,0.0109863,1,
3.3667,0.0354004,1,
3.4021,0,1,
3.36914,0.020752,1,
3.396,0.0317383,1,
3.3667,0,1,
3.4021,0.0305176,1,
3.37769,0.0231934,1,
3.38745,0,1,
3.38745,0.0354004,1,
3.4021,0.0134277,1,
3.39844,0.00244141,1,
3.38867,0.0366211,1,
3.37891,0.00366211,1,
3.38867,0.00976562,1,
3.38867,0.0366211,1,
3.37891,0,1,
3.38623,0.0195312,1,
3.40088,0.0305176,1,
3.39844,0,1,
3.38379,0.0292969,1,
3.36914,0.0317383,1,
3.35449,0.00610352,1,
3.36304,0.0415039,1,
3.34961,0.0354004,1,
3.36792,0.00488281,1,
3.36426,0.0390625,1,
3.3606,0.0366211,1,
3.36426,0.00366211,1,
3.36182,0.0390625,1,
3.36426,0.0390625,1,
3.38623,0,1,
3.4021,0.032959,1,
3.36914,0.020752,1,
3.39355,0,1,
3.37402,0.0366211,1,
3.38867,0.00976562,1,
3.38867,0.0012207,1,
3.39844,0.0378418,1,
3.36914,0.00366211,1,
3.38989,0.00976562,1,
3.37891,0.0390625,1,
3.38867,0,1,
3.38867,0.020752,1,
3.39844,0.032959,1,
3.36914,0,1,
3.39844,0.0305176,1,
3.38867,0.020752,1,
3.37402,0,1,
3.38867,0.0354004,1,
3.37036,0.012207,1,
3.396,0.00244141,1,
3.36426,0.0378418,1,
3.39844,0,1,
3.38867,0.012207,1,
3.39355,0.0366211,1,
3.4021,0,1,
3.39844,0.020752,1,
3.36792,0.032959,1,
3.39355,0,1,
3.37891,0.0317383,1,
3.38989,0.020752,1,
3.37402,0,1,
3.38867,0.0341797,1,
3.38623,0.012207,1,
3.37769,0.0012207,1,
3.38867,0.0366211,1,
3.37891,0.00366211,1,
3.38867,0.0109863,1,
3.37402,0.0366211,1,
3.39844,0,1,
3.36792,0.0219727,1,
3.39844,0.0305176,1,
3.36792,0,1,
3.38867,0.0305176,1,
3.4021,0.0219727,1,
3.38867,0,1,
3.38989,0.0354004,1,
3.4021,0.012207,1,
3.36792,0.0012207,1,
3.37891,0.0378418,1,
3.38745,0,1,
3.37402,0.0134277,1,
3.39355,0.0354004,1,
3.36914,0,1,
3.4021,0.0219727,1,
3.38257,0.0292969,1,
3.38989,0,1,
3.37769,0.0341797,1,
3.39355,0.0195312,1,
3.36304,0,1,
3.38867,0.0341797,1,
3.37646,0.0146484,1,
3.39966,0,1,
3.3667,0.0366211,1,
3.37402,0.0012207,1,
3.38867,0.0109863,1,
3.4021,0.0378418,1,
3.39966,0,1,
3.36792,0.020752,1,
3.396,0.032959,1,
3.36914,0,1,
3.39355,0.0292969,1,
3.37891,0.0244141,1,
3.38867,0,1,
3.37036,0.0354004,1,
3.40698,0.0134277,1,
3.38379,0,1,
3.39844,0.0378418,1,
3.396,0.00366211,1,
3.36914,0.00976562,1,
3.39722,0.0366211,1,
3.36914,0,1,
3.40332,0.0195312,1,
3.37036,0.032959,1,
3.38867,0,1,
3.37891,0.0317383,1,
3.38867,0.0195312,1,
3.396,0,1,
3.38867,0.0341797,1,
3.36914,0.012207,1,
3.39844,0,1,
3.36914,0.0378418,1,
3.37769,0.0012207,1,
3.38867,0.0109863,1,
3.38013,0.0378418,1,
3.38867,0,1,
3.37036,0.0244141,1,
3.39966,0.0292969,1,
3.37769,0,1,
3.39844,0.0317383,1,
3.36914,0.020752,1,
3.38867,0,1,
3.37769,0.0366211,1,
3.38989,0.00976562,1,
3.3667,0.00366211,1,
3.40088,0.0378418,1,
3.36914,0,1,
3.39844,0.0134277,1,
3.38867,0.0354004,1,
3.39966,0,1,
3.39111,0.0231934,1,
3.36914,0.0305176,1,
3.38867,0,1,
3.36914,0.0341797,1,
3.4021,0.0183105,1,
3.3667,0,1,
3.38867,0.0354004,1,
3.37769,0.00854492,1,
3.38867,0.00366211,1,
3.39844,0.0378418,1,
3.38867,0,1,
3.38745,0.0146484,1,
3.38013,0.0354004,1,
3.38867,0,1,
3.37646,0.0256348,1,
3.38989,0.0280762,1,
3.37036,0,1,
3.39355,0.032959,1,
3.37036,0.0170898,1,
3.39966,0,1,
3.38379,0.0366211,1,
3.39844,0.00732422,1,
3.37891,0.00610352,1,
3.38867,0.0366211,1,
3.36914,0.0012207,1,
3.39844,0.0146484,1,
3.36304,0.0354004,1,
3.38867,0,1,
3.40332,0.0195312,1,
3.36792,0.0317383,1,
3.396,0,1,
3.38867,0.0317383,1,
3.38867,0.020752,1,
3.37769,0,1,
